id,nom,est_dangereux,diametre_min_km,diametre_max_km,vitesse_km_h,distance_manquee_km,diametre_moyen_km,distance_lunaire
54516067,(2025 AC4),False,0.0324007435,0.0724502651,57505.6200425926,6422853.366077797,0.052425504299999995,16.708775666175328
2000887,887 Alinda (A918 AA),False,4.5978518828,10.2811093604,29695.3159501595,12296605.087478507,7.4394806216,31.989087116229207
2451003,451003 (2008 UD1),False,0.3361669212,0.7516920875,50939.1007892356,26800560.540965848,0.5439295043500001,69.72050088700793
3485264,(2010 AL30),False,0.0096506147,0.0215794305,48894.5442113194,19541496.47531868,0.0156150226,50.83635919697888
3692560,(2014 TU),False,0.0255008688,0.0570216761,25312.6217193537,45581702.56458096,0.04126127245,118.57883081316588
3837605,(2019 AE3),False,0.0088014652,0.0196806745,32688.5328082797,40671208.92510731,0.01424106985,105.80439366573181
3893856,(2019 XL),False,0.0127219879,0.0284472297,60677.2366506572,46538177.43028861,0.0205846088,121.06705887171856
54104252,(2021 AL),False,0.0305179233,0.0682401509,56022.7190604296,36464891.71296953,0.0493790371,94.86184108472821
54104549,(2021 AN1),False,0.011286388,0.0252371308,33290.5608398167,18530659.89786236,0.0182617594,48.20671149287815
54104723,(2021 AF2),False,0.0231502122,0.0517654482,30999.8238594847,23597208.15612372,0.0374578302,61.387117991997194
54225011,(2021 VH35),False,0.057089334,0.1276556316,11892.8684580256,62769908.89068634,0.0923724828,163.29320731187914
54305021,(2022 SK2),False,0.0133215567,0.0297879063,76500.2905172683,15260823.736267582,0.0215547315,39.70037392369298
54329646,(2022 WD7),False,0.0868070458,0.1941064553,47164.066578054,59133620.74877739,0.14045675055,153.83356074083608
54419694,(2024 AP2),False,0.0315177333,0.0704757942,51174.8402138888,45297049.487840034,0.05099676375,117.83831812653494
54421395,(2024 BM1),False,0.0165407416,0.0369862226,32810.1217907512,4530223.722781611,0.0267634821,11.785181380805438
54512616,(2024 YA10),False,0.0160160338,0.0358129403,43023.8754449226,3391681.981133206,0.025914487049999997,8.8233142069022
54513653,(2025 AD),False,0.04493192,0.1004708274,44992.3193510778,21238989.535002843,0.0727013737,55.25231408689605
54514035,(2025 AT),False,0.0190789723,0.0426618789,30292.8009785442,11856715.03406815,0.0308704256,30.844732138574795
54515742,(2025 AO3),False,0.018304378,0.0409298336,23099.0745185626,17568841.441117667,0.0296171058,45.70458231300121
3656929,(2014 BG25),False,0.0231502122,0.0517654482,56420.9370068609,39660831.31391615,0.0374578302,103.1759399425498
3660308,(2014 BR57),False,0.04411182,0.0986370281,26123.5280710143,71736247.727064,0.07137442405,186.61875059069718
3724583,(2015 OH26),False,0.040230458,0.0899580388,28022.8606829734,42681236.02047854,0.0650942484,111.03339235296185
3761738,(2016 UA41),False,0.0350392641,0.0783501764,27342.5268230834,69592130.51073079,0.05669472025,181.0409222443569
54105106,(2021 AH4),False,0.0504144434,0.1127301225,60526.9022908183,46375935.32391941,0.08157228295,120.6449930382919
54131319,(2021 EB3),False,0.0244655496,0.0547066321,98640.3801095636,69603038.85829587,0.03958609085,181.06929983947938
54131586,(2021 EP4),False,0.0037372743,0.0083567994,30915.3237299042,16378616.2383872,0.00604703685,42.608262847001036
54235539,(2022 AH2),False,0.0319561887,0.0714562102,35672.2012738911,22396849.896789435,0.05170619945,58.264437816829954
54235407,(2022 AH),False,0.0763053479,0.1706239449,82024.8717106336,52142644.787726045,0.12346464639999999,135.64683867774727
54245571,(2022 CE2),False,0.0925880583,0.2070331923,47505.3542286865,4231564.171467265,0.1498106253,11.00823145542993
54248944,(2022 DX4),False,0.0291443905,0.0651688382,17045.9699849093,35108631.97818706,0.04715661435,91.33358995366041
