id,nom,est_dangereux,diametre_min_km,diametre_max_km,vitesse_km_h,distance_manquee_km
3766462,(2017 AZ13),False,0.1072889455,0.2399053753,43194.0973228348,24373475.96157024
3837784,(2019 AR8),False,0.0200703514,0.0448786701,82067.9308472164,66096247.4945897
3842769,(2019 LS1),False,0.0848310762,0.189688053,44753.354806865,18639595.585777443
3843713,(2019 QS6),False,0.0160160338,0.0358129403,18369.899581269,40941595.586015895
3968754,(2019 YA5),False,0.0167708462,0.0375007522,45382.1604748949,41802119.066055745
3561029,(2011 GE3),False,0.0177237239,0.0396314515,29942.4840770101,49668157.47533864
2000887,887 Alinda (A918 AA),False,4.5767266723,10.2338719537,29695.3159501595,12296605.087478507
2451003,451003 (2008 UD1),False,0.3361669212,0.7516920875,50939.1007892356,26800560.540965848
3485264,(2010 AL30),False,0.0096506147,0.0215794305,48894.5442113194,19541496.47531868
3692560,(2014 TU),False,0.0255008688,0.0570216761,25312.6217193537,45581702.564580955
3837605,(2019 AE3),False,0.0088014652,0.0196806745,32688.5328082797,40671208.92510731
3893856,(2019 XL),False,0.0127219879,0.0284472297,60677.2366506572,46538177.43028861
3656929,(2014 BG25),False,0.0231502122,0.0517654482,56420.9370068609,39660831.31391615
3660308,(2014 BR57),False,0.04411182,0.0986370281,26123.5280710143,71736247.727064
3724583,(2015 OH26),False,0.040230458,0.0899580388,28022.8606829734,42681236.02047854
3761738,(2016 UA41),False,0.0350392641,0.0783501764,27342.5268230834,69592130.51073079
3370495,(2007 EA26),False,0.1788771952,0.3999815682,39846.6923753916,21123091.54725817
3739391,(2016 AH65),False,0.0183888672,0.0411187571,49202.0769766561,36314173.81867663
3767164,(2017 BO30),False,0.04411182,0.0986370281,47464.8826739897,35787058.707591526
2506491,506491 (2003 UW29),True,0.193443872,0.4325536477,96974.4703454129,17371524.962223362
3309857,(2005 YU128),False,0.0235806068,0.0527278398,25318.1380938953,7315337.907450606
3459429,(2009 JR),True,0.138852907,0.310484539,35255.9647684223,20426799.92997703
3690386,(2014 SD145),False,0.0110803882,0.0247765013,24076.0599167771,63564543.200627446
3724104,(2015 NS13),False,0.2682594171,0.5998462923,41574.8093947034,12016268.208482826
3843826,(2019 RP2),False,0.004411182,0.0098637028,12081.3799897366,30555004.61111053
3892657,(2019 VJ2),False,0.0160160338,0.0358129403,88958.0701581372,72046112.14388156
3102771,(2002 AL31),False,0.0334622374,0.0748238376,41756.5699551389,21591690.628704485
3360486,(2006 WE4),False,0.4411182,0.9863702813,63365.5885506077,41747245.57999381
3645650,(2013 PZ38),False,0.0421264611,0.0941976306,25616.8558539439,53567479.527885884
3792468,(2017 YH),False,0.6317641482,1.4126675811,43379.4686554519,33497847.803687
3797753,(2018 BV1),False,0.0366906138,0.0820427065,71576.2324083794,73699997.4394205
3986841,(2020 BK3),False,0.0110803882,0.0247765013,29436.0947926279,13359180.581947302
3313157,(2006 BA),False,0.0080270317,0.0179489885,38454.9031093907,22092069.249428302
3648878,(2013 TG6),False,0.012839703,0.0287104486,44844.9883404944,43060552.47514613
3989277,(2020 BN12),False,0.0175612318,0.0392681082,38741.1017709114,25592941.683649205
3615463,(2012 UK171),False,0.0340843469,0.0762149166,22903.3541937018,4081256.429654541
3730322,(2015 TL178),True,0.1487835705,0.3326901775,63220.2723822373,49699887.73707776
3742059,(2016 CF31),False,0.1198270801,0.2679414966,51574.2312735886,25935610.62451035
