id,nom,est_dangereux,diametre_min_km,diametre_max_km,vitesse_km_h,distance_manquee_km
3180147,(2004 HQ1),False,0.0537718498,0.1202375114,54987.4141198657,38591185.13596095
3468431,(2009 SA100),False,0.04411182,0.0986370281,22094.4277035613,23280141.843527976
3627059,(2013 DF),False,0.0319561887,0.0714562102,41858.7010535052,61623817.991724126
3670293,(2014 HS184),False,0.058150704,0.130028927,73432.6168468198,70395021.65070973
3748562,(2016 GB1),False,0.1295850727,0.2897610314,91103.684847615,9590520.211256733
3831479,(2018 TF3),True,0.2130860292,0.4764748465,86029.9731486472,16396369.25697669
3841529,(2019 HO),False,0.0425162524,0.0950692305,33324.5933554481,20835342.707155254
3841721,(2019 JV1),False,0.0676947481,0.1513700585,58480.1858195813,21823731.106952563
3076550,(2000 WL63),False,0.2914439045,0.6516883822,35926.9087034558,41368211.1921101
3465236,(2009 OS5),False,0.0350392641,0.0783501764,51418.8559405969,66673217.03831889
3841713,(2019 JM1),False,0.0421264611,0.0941976306,112254.9099875971,42100639.95510439
3971134,(2020 AK),False,0.4193290755,0.9376483177,38731.9292259239,19896771.7145292
3348144,(2006 TL),False,0.04411182,0.0986370281,40593.994466814,46661265.675097175
3460325,(2009 KY1),False,0.0453476699,0.1014004725,17855.4059645099,18701690.998772357
3883096,(2019 UU7),False,0.0165407416,0.0369862226,58960.5803756136,68116244.8541626
3942366,(2019 YO),False,0.0133215567,0.0297879063,14899.3416139245,32565747.068536315
3092201,(1998 VE31),False,0.1684825693,0.3767384779,49215.8752185352,19375860.68142938
3553988,(2010 XR69),False,0.022108281,0.0494356193,43361.8842958358,67673610.47270647
3608565,(2012 RH10),False,0.100590039,0.2249261651,81796.0506268932,46709919.37539749
3789741,(2017 WY27),False,0.0069912523,0.0156329154,66834.4226343833,54268604.98146204
2387733,387733 (2003 GS),False,0.4350658314,0.9728367737,33017.5827727292,23782605.783760656
3719196,(2015 JR1),False,0.0160160338,0.0358129403,30957.553168075,11196273.005474448
3752902,(2016 JG12),False,0.0821400526,0.1836707413,27275.0243715126,69671299.33415158
3774095,(2017 HQ3),False,0.0191670368,0.0428587972,61179.7632266264,72121576.04141371
3843051,(2019 MG2),False,0.0992098919,0.2218400624,89542.4039648316,64161859.99944894
3550117,(2010 VB),False,0.0201629919,0.0450858206,35199.2520031406,46531564.1871691
3151655,(2003 FY6),False,0.0799015081,0.1786652037,84342.5135037619,42896640.79670858
3703548,(2015 AP44),False,0.0152951935,0.0342010925,65258.1857865924,69612402.84720981
3736517,(2015 XY261),False,0.0096506147,0.0215794305,60768.9973130735,25876391.91871639
3564142,(2011 HJ7),False,0.0884209093,0.1977151638,56805.2290542866,2513733.535672983
3582867,(2011 UY114),False,0.0494942761,0.1106725658,19325.8720987502,40229879.39611245
3752720,(2016 HT19),False,0.0667659413,0.1492931834,48701.5911680227,32385533.51572763
3752703,(2016 JE),False,0.1087814834,0.2432427915,43292.5728397337,28214109.57293353
3774133,(2017 HA5),False,0.008405334,0.0187948982,52168.0237132752,46707768.17298668
3795061,(2017 YZ4),False,0.0063760979,0.0142573883,71272.3086863716,52689144.83568511
3841764,(2019 JV2),False,0.0667659413,0.1492931834,62741.0565855349,13274490.280662265
3878618,(2019 TK5),False,0.0085616008,0.0191443215,53852.3385806214,47499606.52865705
2523809,523809 (2007 TV18),False,0.0464039528,0.1037623929,25966.327331442,20693899.491847888
3182181,(2004 JP12),False,0.0506471459,0.1132504611,95958.6336550901,7943557.078438852
3653907,(2013 WY43),False,0.0121494041,0.0271668934,73777.5186889223,54270478.515266344
3683472,(2014 QZ295),False,0.0291443905,0.0651688382,43815.309450129,14098102.460971503
3735392,(2015 WA1),False,0.1187284988,0.2654849942,33336.5209229337,20013126.54424928
3829424,(2018 RO5),False,0.0200703514,0.0448786701,30292.8496746616,37611393.871436164
3830890,(2018 SP2),False,0.0291443905,0.0651688382,77852.1760015846,68410900.0893711
3596097,(2011 YU74),False,0.0715409951,0.1599705282,18077.9281464548,4363318.261850044
3703538,(2015 AA44),False,0.04411182,0.0986370281,26546.5560835419,26641284.451725986
3728898,(2015 TF),False,0.0992098919,0.2218400624,40537.2593947338,36483645.22715379
3893340,(2019 VD6),False,0.06259721,0.1399716167,62234.2743170828,32350643.118663058
3120863,(2002 GQ),False,0.0146067964,0.0326617897,62318.9860875385,48918482.306941606
3590076,(2011 XD),False,0.0421264611,0.0941976306,26940.4454043783,18086005.705804616
3789456,(2017 WP),False,0.063760979,0.1425738833,53115.1184037478,52546048.96782849
3827172,(2018 RC1),False,0.0136318556,0.0304817558,19429.4374289224,55415931.349393435
3831063,(2018 SF3),False,0.0230438467,0.0515276076,42396.8683731649,39706358.01481921
2154276,154276 (2002 SY50),True,0.7990150812,1.7866520367,82581.829103448,10540965.594653184
3278078,(2005 JU81),True,0.1165614595,0.2606393469,68604.5403009292,49057849.23845146
3669249,(2014 HB124),False,0.0661538275,0.1479244553,107464.3460958377,72597042.57764003
3671001,(2014 JA31),False,0.0557898221,0.1247498347,52619.7708991346,11616037.612554345
3672457,(2014 KC39),False,0.058150704,0.130028927,32796.5034608864,63210537.85285599
3764838,(2016 WR8),False,0.0088014652,0.0196806745,42161.2500331552,31244993.146536026
3989263,(2020 BP11),False,0.0116025908,0.0259441818,42754.8728804303,66664526.22486017
3124996,(2002 JX8),True,0.2180494405,0.4875733714,18495.7856690522,4206591.948626035
3529624,(2010 LL68),False,0.0705594158,0.1577756503,72542.1127156952,58220493.85555391
3703059,(2014 YE15),False,0.0058150704,0.0130028927,36577.308573985,50055116.19703433
3776269,(2017 MM8),False,0.0810130488,0.1811506842,108154.6549620797,71558598.05735031
3792427,(2017 XN61),False,0.0876102615,0.1959025002,9152.2087024189,26442634.098383613
3797690,(2018 AF12),False,0.1165614595,0.2606393469,132943.9722222593,69973458.47331819
2612356,612356 (2002 JX8),True,0.2670268771,0.5970902489,18495.702094076,4206653.328632096
3370167,(2007 EF),True,0.1394938229,0.3119176705,70281.2625680052,67751436.655244
3472549,(2009 UK20),False,0.0146067964,0.0326617897,56507.2046450647,50274048.25168238
3753718,(2016 LJ8),False,0.0242412481,0.0542050786,71186.2148645629,59719558.02658245
2613726,613726 (2007 EF),True,0.1434019235,0.320656449,70281.2488331765,67751425.9440365
2524471,524471 (2002 JW15),False,0.2251930467,0.5035469604,29050.8319579432,17390907.430732466
3427460,(2008 ST),False,0.0101054342,0.0225964377,9120.2641226801,5184852.797021148
3653694,(2013 VO13),False,0.0756057762,0.1690596552,57741.357668341,14107085.42411054
3720359,(2015 KU121),False,0.0699125232,0.1563291544,40204.1969206243,64668591.922033355
3791307,(2017 UM52),False,0.0033003118,0.0073797216,59134.8969265219,70750673.12856331
3837644,(2019 AY3),False,0.0457672667,0.1023387195,78630.2990550616,17030484.36425759
3841669,(2019 HF4),False,0.0080270317,0.0179489885,44433.4641749176,30370434.723448087
3972422,(2020 AW),False,0.004770402,0.0106669431,39624.9019987054,55151931.50026833
2065733,65733 (1993 PC),False,0.5630603897,1.2590413069,35360.331826977,25254946.284965366
3752778,(2016 JY5),False,0.0101054342,0.0225964377,68065.0791721733,66278299.84457728
3752782,(2016 JA6),False,0.0146067964,0.0326617897,81544.964699358,67108797.072376035
3550134,(2010 VK),False,0.1460679643,0.3266178974,90194.5524917128,45169847.79527944
3561029,(2011 GE3),False,0.0177237239,0.0396314515,34425.9574653761,20325461.88404542
3672907,(2014 KV76),False,0.163137941,0.3647875257,74336.3376814364,52492924.99893662
3719730,(2015 KB57),False,0.0921626549,0.2060819612,120560.8222834355,67117702.73829564
3752080,(2016 HB),False,0.0350392641,0.0783501764,77932.5837052194,71916595.28964463
54427459,(2024 BY15),False,0.0117099483,0.0261842403,25284.3862412627,32859644.42597559
2387746,387746 (2003 MH4),True,0.2503542548,0.5598091321,30059.7892154604,6676622.037356153
3968755,(2019 YB5),False,0.02658,0.0594346868,74218.0017447533,50443586.76976403
2469494,469494 (2002 XS40),False,0.2550086879,0.5702167609,36786.5566953599,28876568.046176746
3353630,(2006 UB64),False,0.2016299194,0.4508582062,118152.1166073372,70481605.6067126
3544935,(2010 PW58),True,0.1214940408,0.2716689341,62128.7121027406,68944524.86201052
3648643,(2013 SL20),False,0.0316632126,0.0708010957,64725.4230487402,31126287.835082505
3720360,(2015 KW121),False,0.0160160338,0.0358129403,65962.1229528265,19038091.848719653
3836927,(2018 XM5),False,0.0350392641,0.0783501764,57400.1994407321,65011233.50144408
2620061,620061 (2006 UB64),False,0.1925550782,0.4305662442,118152.1165235342,70481605.57679303
3484042,(2009 YT6),False,0.1543671822,0.3451755128,50095.9978106587,24803536.896369267
3719081,(2015 HB177),False,0.0316632126,0.0708010957,35227.9105175448,8477080.363883276
3529587,(2010 LJ61),False,0.1677084622,0.3750075218,62693.2754212133,17832345.986654982
3603627,(2012 JN4),False,0.0530340723,0.1185877909,67256.9293508575,69419945.56144948
3692561,(2014 TV),False,0.0350392641,0.0783501764,67100.8035150025,35269843.774106
3836275,(2018 WK),False,0.0101054342,0.0225964377,43541.0797952099,54669679.62353285
3841719,(2019 JX1),False,0.0040230458,0.0089958039,94261.8086377398,64477765.28297561
3335046,(2006 KK89),False,0.0780827277,0.1745982871,34874.348644838,21366569.829852834
3393169,(2007 VD12),True,0.2770479727,0.6194981001,64042.7695042453,14394302.802820493
3660308,(2014 BR57),False,0.04411182,0.0986370281,31178.5585053034,26911906.190727487
3765003,(2016 WL48),False,0.0278326768,0.0622357573,29649.4291683528,10699975.773679122
3906633,(2019 XF2),False,0.0101054342,0.0225964377,71776.8485611286,58204669.22830766
3836251,(2018 VB10),False,0.0183888672,0.0411187571,26710.218881013,28121086.894686293
3892775,(2019 VB5),False,0.0012149404,0.0027166893,44725.307947488,33903421.49697955
3483652,(2009 XL8),False,0.0802703167,0.1794898848,43846.2260151113,42546601.58766657
3621019,(2012 XK134),False,0.0139493823,0.0311917671,21401.7677582481,52836418.92717146
3656933,(2014 BM25),False,0.0063760979,0.0142573883,19837.7717342444,73526422.71096711
3791015,(2017 XS),False,0.0766575574,0.1714115092,67496.5381729313,69708588.09922777
3797498,(2018 AG4),False,0.0160160338,0.0358129403,40099.8885298009,27734097.101513006
3893404,(2019 WS1),False,0.0271991277,0.0608190985,23308.3206629839,26404653.71243483
2390725,390725 (2003 HB),True,0.3065878759,0.6855513317,48479.1780321252,7028371.090213117
2434633,434633 (2005 WB1),True,0.1925550782,0.4305662442,58620.4772237064,8709357.072127867
3293961,(2005 TC51),False,0.0092162655,0.0206081961,59527.5684380453,38902200.15487604
3672358,(2014 KF22),False,0.0139493823,0.0311917671,41385.9433361634,3475910.384034833
3747499,(2016 FC),False,0.0127219879,0.0284472297,22450.1438454007,52624013.767752364
2468468,468468 (2004 KH17),True,0.1053307015,0.2355266087,46465.9602516418,24037264.068692543
3398066,(2007 XB23),False,0.0101054342,0.0225964377,17356.068097879,13507942.349451873
3525129,(2010 KV39),False,0.0116025908,0.0259441818,31759.7404675054,11379695.312916337
3618405,(2012 WS3),False,0.0167708462,0.0375007522,24537.7674048377,10449691.191913705
3744991,(2016 DZ21),False,0.022108281,0.0494356193,16675.9476247805,55705990.57900063
3092248,(2000 AH205),False,0.0802703167,0.1794898848,97713.5977020823,73755116.68486328
3412890,(2008 KA6),False,0.0506471459,0.1132504611,83089.3672948975,66413495.86779323
3742061,(2016 CK31),False,0.0101054342,0.0225964377,38259.2906641526,28643242.552144945
3824091,(2018 JF2),False,0.040230458,0.0899580388,35669.0482687091,15657879.506359775
3841722,(2019 JY1),False,0.0060891262,0.0136157002,62306.790714828,63923140.9636513
3842775,(2019 LA2),False,0.0122618211,0.0274182656,42353.9570918153,21588553.05273783
2141531,141531 (2002 GB),False,0.3931470096,0.8791034386,53417.1931026973,71899686.0479213
3458579,(2009 HU44),False,0.0802703167,0.1794898848,51600.7236132389,53762184.1326885
3483206,(2009 XV1),False,0.0888290416,0.1986277755,78844.7417561341,15258208.436384667
3721410,(2015 LA40),False,0.0880146521,0.1968067451,79398.927519039,55680799.58423431
3759724,(2016 SA2),False,0.0063176415,0.0141266758,38687.3700578532,33293626.50046476
3799765,(2018 DC4),False,0.0092162655,0.0206081961,16864.9172565354,28103368.403285198
3754439,(2016 NN15),False,0.0121494041,0.0271668934,54026.9565194837,38390951.693078876
2478784,478784 (2012 UV136),False,0.0201629919,0.0450858206,49511.2545229381,50442662.030530624
3727041,(2015 RQ35),False,0.0366906138,0.0820427065,11950.1862302705,70450034.09823312
3745113,(2016 EL27),False,0.0160160338,0.0358129403,25733.183652193,54278219.47200928
3892309,(2019 VF1),False,0.0667659413,0.1492931834,80619.2653242092,23118633.903665584
2438908,438908 (2009 XO),True,0.1988634532,0.4446721997,90938.2481652582,66243008.33074387
3515028,(2010 GH7),False,0.0090064777,0.0201390963,14184.3132994456,58557627.22643145
3624746,(2013 BH18),False,0.2016299194,0.4508582062,11143.806565655,69348781.22637942
3678630,(2014 OL339),False,0.0738847787,0.1652113876,41431.987340653,49937060.75368787
3729277,(2015 TA25),False,0.2573682542,0.5754929116,103135.1064286072,69227973.69085774
3735682,(2015 XZ1),False,0.02658,0.0594346868,49797.5228807026,25770914.84379698
3739247,(2016 AB9),False,0.0305179233,0.0682401509,48649.6433306189,54590609.130792014
3765707,(2016 XF18),False,0.040230458,0.0899580388,35981.5537579819,44951204.19524433
3781304,(2017 QB35),False,0.0036690614,0.0082042706,40535.2252469174,42412367.9574679
3172333,(2004 BW18),False,0.0840533402,0.1879489824,22512.2776953196,69924864.9263214
3755939,(2016 OF),False,0.06259721,0.1399716167,33478.9907335692,33146837.165916353
3767933,(2017 BU93),False,0.061738344,0.1380511341,61570.7889094235,55665601.053993575
3991607,(2020 CY2),False,0.008405334,0.0187948982,20805.0262053341,69302682.46322149
3623484,(2013 AK11),False,0.0530340723,0.1185877909,32335.3612313994,58265060.30268923
3669253,(2014 HQ124),True,0.4310771239,0.9639177525,54167.7561777886,10816893.884259112
3893720,(2019 WP4),False,0.0348782733,0.0779901901,54612.884827427,46953482.46502466
2162039,162039 (1996 JG),True,0.437074004,0.9773271842,54606.9215053094,25195990.49742793
2419624,419624 (2010 SO16),True,0.2170475943,0.4853331752,62867.2895727754,71725470.59179069
2424482,424482 (2008 DG5),True,0.3210369174,0.7178603705,22350.1942671337,3492786.83390506
3006207,(1995 HM),False,0.0780827277,0.1745982871,9132.8332673445,20138069.15937501
3841718,(2019 JU1),False,0.0319561887,0.0714562102,58349.0291406998,44501835.33655482
3126186,(2002 JD109),False,0.5135171787,1.1482593191,87878.2761935449,62239210.746057086
3673787,(2014 LL26),False,0.0231502122,0.0517654482,18790.660120854,3077409.304041209
3763271,(2016 VS),False,0.0088014652,0.0196806745,25621.4024483346,14485675.820475874
3837653,(2019 AY4),False,0.0840533402,0.1879489824,100764.3843130241,46913632.24033896
3591611,(2011 YG6),True,0.1608996045,0.3597824532,94773.1320838328,67983274.24886078
3825166,(2018 LE4),False,0.0437074004,0.0977327184,48237.6116506752,5087201.261480374
3734098,(2015 VQ65),False,0.0319561887,0.0714562102,25726.4709529986,66793064.91846432
3753474,(2016 KC),False,0.0699125232,0.1563291544,70968.3771274787,68669808.44978967
3753797,(2016 LC9),False,0.0105816886,0.023661375,61427.1949291631,71193948.34241517
3781003,(2017 QF17),False,0.3051792326,0.6824015094,46245.9309464488,63279226.68725265
3831735,(2018 TF5),False,0.022108281,0.0494356193,59609.0467675098,66882339.182722114
3663258,(2014 EL),False,0.0105816886,0.023661375,89710.0399499029,69889419.23692317
3842657,(2019 KJ4),False,0.0088014652,0.0196806745,47186.8589844846,37303881.89608414
2163696,163696 (2003 EB50),False,1.313877806,2.9379200884,67510.8439522603,26537111.167122986
3485969,(2010 AN61),False,0.0105816886,0.023661375,15691.2129999248,37482070.25276791
3744561,(2016 CN248),False,0.0092162655,0.0206081961,61321.5845341553,64336298.44616456
3753870,(2016 LV10),False,0.065246163,0.1458948557,65751.2516562782,9469827.16298495
3767164,(2017 BO30),False,0.04411182,0.0986370281,57607.9440731046,59958024.88525062
3841673,(2019 JE),False,0.0152249185,0.0340439527,37725.7260484066,17074966.827148695
3378801,(2007 MK6),False,0.2446554962,0.5470663205,104043.6959578276,13073708.36710941
3529588,(2010 LK61),False,0.1165614595,0.2606393469,102273.8376765589,54427184.976853006
3670633,(2014 JR24),False,0.0036690614,0.0082042706,10459.5680876377,9645070.924954364
3752573,(2016 HK19),False,0.1214940408,0.2716689341,58787.4225313235,66586902.52303968
3825481,(2018 MY6),True,0.1407845434,0.3148038092,102475.9110794533,72065798.50550379
3840758,(2019 GA),False,0.0508809225,0.1137732014,104718.0873869348,64924136.604264565
3335422,(2006 KY112),False,0.1474195145,0.3296400556,44099.2501545902,25701584.937648013
3735680,(2015 XR1),False,0.0606114923,0.1355314169,45528.959753487,6932810.873055795
3183847,(2004 LO2),False,0.02658,0.0594346868,49552.65110979,18834127.614477225
3394071,(2007 VY137),False,0.0345585074,0.0772751717,70087.2351583014,72169025.2843833
3566360,(2011 KB),False,0.0253837029,0.0567596853,26499.6140342961,21299578.153371755
3799001,(2018 CL),False,0.0211132445,0.0472106499,45661.1248690553,57913082.23045308
2433953,433953 (1997 XR2),True,0.1748054532,0.3908768761,17700.384537141,15938368.870464345
3548666,(2010 TW54),False,0.0080270317,0.0179489885,26735.2310544827,32545085.149284247
3582026,(2011 UA),False,0.5064714588,1.1325046106,58545.7444225372,51756863.61070427
3582523,(2011 UC64),False,0.0069912523,0.0156329154,82582.5357389311,45317398.553066574
3667092,(2014 GS34),False,0.0375452479,0.0839537266,33759.6759280961,21774834.639228813
3038472,(2000 LF3),True,0.1266353563,0.283165265,52150.6748467724,7249056.5066965
3602706,(2012 HG2),False,0.0105816886,0.023661375,10259.770494622,32785340.3008904
3956451,(2019 YS3),False,0.0315177333,0.0704757942,21480.3374551647,18937512.398627028
3754389,(2016 NC1),False,0.021505769,0.0480883614,14871.4535146421,12383475.01476966
3837851,(2019 AF11),False,0.0421264611,0.0941976306,41130.2252813166,19935117.328717805
3838020,(2019 BT2),True,0.2111324448,0.4721064988,76142.086024244,37598301.69416481
3842907,(2019 LU5),False,0.0358554334,0.0801751865,61401.5952405156,69161482.7782867
2468005,468005 (2012 XD112),True,0.1536579294,0.3435895754,80273.3553080122,65489118.092761725
3072545,(2001 BD16),False,0.2401900301,0.5370812349,85516.9330659286,25560687.02153659
3126224,(2002 KK3),False,0.7665755735,1.7141150923,63374.2716462451,58009644.16990771
3532394,(2010 MP1),False,0.1332155667,0.2978790628,70087.8022502681,20616406.374008123
3656930,(2014 BK25),False,0.0088014652,0.0196806745,63360.9362749496,35659352.16709904
3798980,(2018 BS6),False,0.0278326768,0.0622357573,36927.102575767,29606494.27616253
3825489,(2018 MG7),True,0.1427430515,0.3191831664,66513.4957349892,25437833.017072868
3989253,(2020 BD11),False,0.0368599699,0.0824213984,36871.3076172365,40912704.84144724
3145512,(2003 AY2),True,0.2887719308,0.6457136672,57416.2908206652,5429696.234978499
54565946,(2025 XU),False,0.0470494961,0.1052058716,18788.480619458,9101282.353348836
3518295,(2010 HK22),False,0.0469845397,0.1050606247,18786.7312233947,9102631.995412404
3127403,(2002 LD31),False,0.1363185559,0.3048175575,37628.2177001194,28793777.57800156
3348143,(2006 TK),False,0.2645787599,0.5916160926,28768.4064941404,17751976.715126384
3709400,(2015 BL514),False,0.0319561887,0.0714562102,17534.6070266386,37807003.1693576
2527715,527715 (2007 YQ56),True,0.2719912773,0.6081909854,53230.026042706,11514602.35792681
3485631,(2010 AF40),False,0.02658,0.0594346868,35352.8718805022,37562216.324274465
3771021,(2017 EE3),False,0.0167708462,0.0375007522,63333.0114956579,52989118.23029273
3825507,(2018 MN8),False,0.0705594158,0.1577756503,76727.8958758031,8287424.866710606
3837883,(2019 AO12),False,0.0201629919,0.0450858206,63480.0089204406,73434446.32022266
3892710,(2019 VB4),False,0.0167708462,0.0375007522,55079.2281600126,68137426.8952891
54602256,(2025 NX187),False,0.0676012889,0.1511610774,28840.1630050712,26107285.37025603
3408650,(2008 GL20),False,0.0127219879,0.0284472297,58420.2417572189,58936104.45200813
3659801,(2014 BW32),False,0.0127219879,0.0284472297,53602.762241777,64643417.278314225
3825168,(2018 LG4),False,0.0105816886,0.023661375,77857.3904758492,65185184.60317861
3545558,(2010 RX30),False,0.0101054342,0.0225964377,67746.9062444731,45792910.178090915
3673868,(2014 MQ5),False,0.1160259082,0.2594418179,52299.3399563376,74158512.96619819
3781909,(2017 SM17),False,0.0506471459,0.1132504611,38649.5031804253,24836834.01627919
3827174,(2018 RB1),False,0.0069912523,0.0156329154,28606.3565611794,61851994.012915
3655742,(2014 AG5),False,0.0770113926,0.1722027088,17379.305173945,22981062.22139467
3765705,(2016 XC18),True,0.1077841687,0.2410127282,63177.3748981224,11910040.466411546
3838074,(2019 BB5),False,0.0121494041,0.0271668934,48780.0195377501,60661119.4806298
3842877,(2019 LB5),False,0.0497227313,0.1111834072,74328.0820305106,58669875.14582642
3842940,(2019 MH1),False,0.0303777061,0.0679266159,70955.3080969747,16104645.421950433
3856703,(2019 SU3),False,0.0093444765,0.0208948847,45832.7189795602,53070029.62954242
54160405,(2021 LC7),False,0.1369477737,0.3062245314,86173.1157807569,19427766.833900724
2348776,348776 (2006 KZ37),False,0.385971268,0.8630579925,50527.4864503522,26837505.560056362
3414424,(2008 NA),False,0.0477040198,0.1066694311,30057.0159866353,10751391.155378144
3511355,(2010 DJ77),False,0.1278070988,0.285785361,56923.0313071522,18504527.87265459
3673598,(2014 LZ20),False,0.0340843469,0.0762149166,40970.7608222542,12227046.565864608
3824078,(2018 JY1),False,0.0520660914,0.1164233197,63690.749484246,56560680.385381326
3837955,(2019 BA1),False,0.0969515991,0.2167903661,48669.7565000149,68508776.03667666
3989244,(2020 BR10),False,0.0732073989,0.1636967205,44007.7214842668,24092521.228411674
54537671,(2025 MF90),False,0.0449940386,0.1006097289,30161.4648073269,10788013.312345624
3753662,(2016 LT),False,0.1313877806,0.2937920088,34253.3638389512,9892076.321409382
3838186,(2019 CN2),False,0.0055533491,0.0124176661,36700.2796927381,46880269.177687936
3842766,(2019 LQ1),False,0.0160160338,0.0358129403,50368.3535120065,28429087.591319818
3610030,(2012 TG53),False,0.0608912622,0.1361570015,76876.3804562626,57245843.4919121
3713320,(2015 FQ),False,0.0930154254,0.2079888141,70022.5041773768,56614154.547927074
3736497,(2015 XF261),False,0.0236894499,0.0529712204,38025.6851989962,46556904.196373716
3767015,(2017 BZ6),False,0.0160160338,0.0358129403,13567.7037168362,27496195.333838966
3767261,(2017 BN32),False,0.0291443905,0.0651688382,25996.875246931,61579924.73500381
3786459,(2017 UE),False,0.0110803882,0.0247765013,23520.4364154355,31344826.77644777
3843455,(2022 AA),False,0.0319561887,0.0714562102,23109.6972729967,64839828.25626121
3740049,(2016 AN165),False,0.0076657557,0.0171411509,79279.680220943,60854043.212548785
3699442,(2014 WP362),False,0.0608912622,0.1361570015,35955.1330719597,69183234.68257937
3739261,(2016 AM9),False,0.1344481952,0.3006353038,52302.8601206748,69609964.880642
3761647,(2016 UY35),False,0.0305179233,0.0682401509,32648.7048913338,50402861.03850394
3795036,(2017 YW3),False,0.0133215567,0.0297879063,11233.0699963988,24271461.478949852
3483327,(2009 XP2),False,0.0242412481,0.0542050786,25184.6611318145,52337841.0608882
3662200,(2014 DH),False,0.0127219879,0.0284472297,43399.9123714498,6557208.888620941
2441987,441987 (2010 NY65),True,0.1427430515,0.3191831664,59336.9457083431,22507794.369943097
3021049,(1999 NW2),False,0.0608912622,0.1361570015,40159.5036767388,40170861.49553939
3365951,(2007 AA2),False,0.0319561887,0.0714562102,52612.079658737,51563989.82951408
3381230,(2007 PB8),False,0.1420872067,0.317716653,74173.4929251785,54242276.6090499
3605902,(2012 ML6),False,0.2480589932,0.5546767711,50290.6916761283,14258213.096888946
3607527,(2012 PY19),False,0.008405334,0.0187948982,37474.0801161221,30731495.660280857
3842879,(2019 LD5),False,0.0557898221,0.1247498347,64271.1460088981,45310807.674828626
3299722,(2005 VO5),True,0.2968622513,0.6638041738,51758.4668189101,6085390.161816483
3645001,(2013 NT11),False,0.3361669212,0.7516920875,93733.2203876194,50591982.994873255
3771633,(2017 FZ2),False,0.0127219879,0.0284472297,34511.0768576214,41266690.17302369
3788088,(2017 UQ7),False,0.0236894499,0.0529712204,55778.3946448315,60546085.76465948
3893382,(2019 WW),False,0.0325502986,0.0727846803,58307.7590682376,32298265.89745887
2138205,138205 (2000 EZ148),False,2.5736825419,5.7549291163,36493.2631625141,29886884.860793542
3616348,(2012 VH5),False,0.0844413128,0.1888165155,43661.2570404422,34727076.41740024
3836972,(2018 YA1),False,0.0535247906,0.1196850702,55524.232547897,67624107.236022
3837864,(2019 AS11),False,0.0116025908,0.0259441818,18272.5313188748,31761934.136402003
3842764,(2019 LO1),False,0.096506147,0.2157943048,36842.9966233949,58024410.6465401
2322756,322756 (2001 CK32),False,0.3789264984,0.8473054089,57973.0167149141,73208559.71491468
3655548,(2013 YA38),False,0.1661709017,0.3715694322,76773.8151138535,22036810.907886
3735686,(2015 XP54),False,0.0421264611,0.0941976306,76503.2388218946,74782133.3191452
3774433,(2017 JB),False,0.0488151892,0.1091540813,12848.537434275,67301272.02564481
3785933,(2017 UA),False,0.0053034072,0.0118587791,27160.1957336318,59617811.90758105
2403775,403775 (2011 HS4),True,0.1756123185,0.3926810818,109455.560907552,45283774.20277581
2437844,437844 (1999 MN),True,0.1669379118,0.3732845187,48901.3917703366,10681754.005123772
3054338,(2000 SZ162),False,0.0092162655,0.0206081961,48302.4459016224,46098664.70758575
3702319,(2014 YD),False,0.0368599699,0.0824213984,8493.0709678767,17897031.9710049
3989284,(2020 BW12),False,0.0160160338,0.0358129403,50125.870746495,46161957.516891934
3295787,(2005 UN),False,0.0175612318,0.0392681082,19982.4359961293,71505383.4770286
3772982,(2017 FP101),False,0.0305179233,0.0682401509,14888.8440997403,36552981.44633287
3826804,(2018 PD22),False,0.0459785188,0.1028110936,40113.5195944465,27242386.809688043
3837605,(2019 AE3),False,0.0088014652,0.0196806745,27737.404013839,14613745.345240127
3837933,(2019 AA14),False,0.0930154254,0.2079888141,82938.5118390856,44142910.95650139
54602482,(2025 PL160),False,0.0104461192,0.0233582326,4671.0137842563,7467280.00599308
3742058,(2016 BX80),False,0.1864468183,0.41690776,31219.0833618458,27547404.01616101
3742333,(2016 CY135),False,0.0334622374,0.0748238376,16542.0599830998,67888873.80415042
3797674,(2018 AB12),False,0.0350392641,0.0783501764,52452.5305428839,37335456.351641655
3825768,(2018 OQ),False,0.0116025908,0.0259441818,70619.8029314371,59295748.48757498
3841684,(2019 JM),False,0.0105816886,0.023661375,24967.4168330002,6375188.043944787
3843276,(2019 NW5),False,0.0481454197,0.1076564312,59384.820236431,5822274.421143296
3655977,(2014 AT51),False,0.0930154254,0.2079888141,93895.476259851,48334243.75782976
3769886,(2017 DA36),False,0.0253837029,0.0567596853,19768.9272026268,13679042.220502714
3789692,(2017 WF16),False,0.0045556985,0.0101868516,26559.8001444324,67358178.21764474
3837949,(2019 BZ),False,0.0078805218,0.0176213825,78022.958480194,68636263.55092767
2456938,456938 (2007 YV56),True,0.1692602495,0.3784774237,51134.2909627489,25967511.801815946
3685808,(2014 QX432),True,0.283501249,0.6339280645,72907.5611553473,9902861.938881919
3733862,(2015 VU64),False,0.0020162992,0.0045085821,18130.648319925,27579241.913567595
3829460,(2018 RG7),False,0.0211132445,0.0472106499,10960.2678392877,56511527.731305204
3989158,(2020 BY6),False,0.0391340663,0.0875064325,33228.9258777379,41527140.67804496
3724213,(2015 OO),False,0.096506147,0.2157943048,89275.1222459329,73101732.41450001
3726511,(2015 QM3),False,0.2231284644,0.4989304142,74912.3343440777,56508843.57152273
